Date,Time,Weather,Parking
Tuesday,0715 - 0730,sunny,Spot B
Tuesday,0730 - 0745,sunny,Spot B
Tuesday,0745 - 0800,sunny,Spot B
Tuesday,0800 - 0815,sunny,Spot B
Tuesday,0815 - 0830,sunny,Spot B
Tuesday,0830 - 0845,sunny,Spot B
Tuesday,0845 - 0900,sunny,Spot B
Wednesday,0700 - 0715,cloudy,Spot B
Wednesday,0715 - 0730,cloudy,Spot B
Wednesday,0730 - 0745,cloudy,Spot B
Wednesday,0745 - 0800,cloudy,Spot B
Wednesday,0800 - 0815,cloudy,Spot B
Wednesday,0815 - 0830,cloudy,Spot B
Wednesday,0830 - 0845,cloudy,Spot B
Wednesday,0845 - 0900,cloudy,Spot B
Thursday,0700 - 0715,rainy,Spot B
Thursday,0715 - 0730,rainy,Spot B
Thursday,0730 - 0745,rainy,Spot B
Thursday,0745 - 0800,rainy,Spot B
Thursday,0800 - 0815,rainy,Spot B
Thursday,0815 - 0830,rainy,Spot B
Thursday,0830 - 0845,rainy,Spot B
Thursday,0845 - 0900,rainy,Spot B
Friday,0700 - 0715,cloudy,Spot B
Friday,0715 - 0730,cloudy,Spot B
Friday,0730 - 0745,cloudy,Spot B
Friday,0745 - 0800,cloudy,Spot B
Friday,0800 - 0815,cloudy,Spot B
Friday,0815 - 0830,cloudy,Spot B
Friday,0830 - 0845,cloudy,Spot B
Friday,0845 - 0900,cloudy,Spot B
Saturday,0700 - 0715,sunny,Spot B
Saturday,0715 - 0730,sunny,Spot B
Saturday,0730 - 0745,sunny,Spot B
Saturday,0745 - 0800,sunny,Spot B
Saturday,0800 - 0815,sunny,Spot B
Saturday,0815 - 0830,sunny,Spot B
Saturday,0830 - 0845,sunny,Spot B
Saturday,0845 - 0900,sunny,Spot B
Sunday,0700 - 0715,sunny,Spot B
Sunday,0715 - 0730,sunny,Spot B
Sunday,0730 - 0745,sunny,Spot B
Sunday,0745 - 0800,sunny,Spot B
Sunday,0800 - 0815,sunny,Spot B
Sunday,0815 - 0830,sunny,Spot B
Sunday,0830 - 0845,sunny,Spot B
Sunday,0845 - 0900,sunny,Spot B
Monday,0700 - 0715,sunny,Spot B
Monday,0715 - 0730,sunny,Spot B
Monday,0730 - 0745,sunny,Spot B
Monday,0745 - 0800,sunny,Spot B
Monday,0800 - 0815,sunny,Spot B
Monday,0815 - 0830,sunny,Spot B
Monday,0830 - 0845,sunny,Spot B
Monday,0845 - 0900,sunny,Spot B
Tuesday,0700 - 0715,cloudy,Spot B
Tuesday,0715 - 0730,cloudy,Spot B
Tuesday,0730 - 0745,cloudy,Spot B
Tuesday,0745 - 0800,cloudy,Spot B
Tuesday,0800 - 0815,cloudy,Spot B
Tuesday,0815 - 0830,cloudy,Spot B
Tuesday,0830 - 0845,cloudy,Spot B
Tuesday,0845 - 0900,cloudy,Spot B
Wednesday,0700 - 0715,cloudy,Spot B
Wednesday,0715 - 0730,cloudy,Spot B
Wednesday,0730 - 0745,cloudy,Spot B
Wednesday,0745 - 0800,cloudy,Spot B
Wednesday,0800 - 0815,cloudy,Spot B
Wednesday,0815 - 0830,cloudy,Spot B
Wednesday,0830 - 0845,cloudy,Spot B
Wednesday,0845 - 0900,cloudy,Spot B
Thursday,0700 - 0715,sunny,Spot B
Thursday,0715 - 0730,sunny,Spot B
Thursday,0730 - 0745,sunny,Spot B
Thursday,0745 - 0800,sunny,Spot B
Thursday,0800 - 0815,sunny,Spot B
Thursday,0815 - 0830,sunny,Spot B
Thursday,0830 - 0845,sunny,Spot B
Thursday,0845 - 0900,sunny,Spot B
Friday,0700 - 0715,cloudy,Spot B
Friday,0715 - 0730,cloudy,Spot B
Friday,0730 - 0745,cloudy,Spot B
Friday,0745 - 0800,cloudy,Spot B
Friday,0800 - 0815,cloudy,Spot B
Friday,0815 - 0830,cloudy,Spot B
Friday,0830 - 0845,cloudy,Spot B
Friday,0845 - 0900,cloudy,Spot B
Saturday,0700 - 0715,sunny,Spot B
Saturday,0715 - 0730,sunny,Spot B
Saturday,0730 - 0745,sunny,Spot B
Saturday,0745 - 0800,sunny,Spot B
Saturday,0800 - 0815,sunny,Spot B
Saturday,0815 - 0830,sunny,Spot B
Saturday,0830 - 0845,sunny,Spot B
Saturday,0845 - 0900,sunny,Spot B
Sunday,0700 - 0715,cloudy,Spot B
Sunday,0715 - 0730,cloudy,Spot B
Sunday,0730 - 0745,cloudy,Spot B
Sunday,0745 - 0800,cloudy,Spot B
Sunday,0800 - 0815,cloudy,Spot B
Sunday,0815 - 0830,cloudy,Spot B
Sunday,0830 - 0845,cloudy,Spot B
Sunday,0845 - 0900,cloudy,Spot B
Monday,0700 - 0715,sunny,Spot B
Monday,0715 - 0730,sunny,Spot B
Monday,0730 - 0745,sunny,Spot B
Monday,0745 - 0800,sunny,Spot B
Monday,0800 - 0815,sunny,Spot B
Monday,0815 - 0830,sunny,Spot B
Monday,0830 - 0845,sunny,Spot B
Monday,0845 - 0900,sunny,Spot B
Tuesday,0700 - 0715,sunny,Spot B
Tuesday,0715 - 0730,sunny,Spot B
Tuesday,0730 - 0745,sunny,Spot B
Tuesday,0745 - 0800,sunny,Spot B
Tuesday,0800 - 0815,sunny,Spot B
Tuesday,0815 - 0830,sunny,Spot B
Tuesday,0830 - 0845,sunny,Spot B
Tuesday,0845 - 0900,sunny,Spot B
Wednesday,0700 - 0715,rainy,Spot B
Wednesday,0715 - 0730,rainy,Spot B
Wednesday,0730 - 0745,rainy,Spot B
Wednesday,0745 - 0800,rainy,Spot B
Wednesday,0800 - 0815,rainy,Spot B
Wednesday,0815 - 0830,rainy,Spot B
Wednesday,0830 - 0845,rainy,Spot B
Wednesday,0845 - 0900,rainy,Spot B
Thursday,0700 - 0715,sunny,Spot B
Thursday,0715 - 0730,sunny,Spot B
Thursday,0730 - 0745,sunny,Spot B
Thursday,0745 - 0800,sunny,Spot B
Thursday,0800 - 0815,sunny,Spot B
Thursday,0815 - 0830,sunny,Spot B
Thursday,0830 - 0845,sunny,Spot B
Thursday,0845 - 0900,sunny,Spot B
Friday,0700 - 0715,cloudy,Spot B
Friday,0715 - 0730,cloudy,Spot B
Friday,0730 - 0745,cloudy,Spot B
Friday,0745 - 0800,cloudy,Spot B
Friday,0800 - 0815,cloudy,Spot B
Friday,0815 - 0830,cloudy,Spot B
Friday,0830 - 0845,cloudy,Spot B
Friday,0845 - 0900,cloudy,Spot B
Saturday,0700 - 0715,cloudy,Spot B
Saturday,0715 - 0730,cloudy,Spot B
Saturday,0730 - 0745,cloudy,Spot B
Saturday,0745 - 0800,cloudy,Spot B
Saturday,0800 - 0815,cloudy,Spot B
Saturday,0815 - 0830,cloudy,Spot B
Saturday,0830 - 0845,cloudy,Spot B
Saturday,0845 - 0900,cloudy,Spot B
Sunday,0700 - 0715,rainy,Spot B
Sunday,0715 - 0730,rainy,Spot B
Sunday,0730 - 0745,rainy,Spot B
Sunday,0745 - 0800,rainy,Spot B
Sunday,0800 - 0815,rainy,Spot B
Sunday,0815 - 0830,rainy,Spot B
Sunday,0830 - 0845,rainy,Spot B
Sunday,0845 - 0900,rainy,Spot B
Monday,0700 - 0715,sunny,Spot B
Monday,0715 - 0730,sunny,Spot B
Monday,0730 - 0745,sunny,Spot B
Monday,0745 - 0800,sunny,Spot B
Monday,0800 - 0815,sunny,Spot B
Monday,0815 - 0830,sunny,Spot B
Monday,0830 - 0845,sunny,Spot B
Monday,0845 - 0900,sunny,Spot B
Tuesday,0700 - 0715,cloudy,Spot B
Tuesday,0715 - 0730,cloudy,Spot B
Tuesday,0730 - 0745,cloudy,Spot B
Tuesday,0745 - 0800,cloudy,Spot B
Tuesday,0800 - 0815,cloudy,Spot B
Tuesday,0815 - 0830,cloudy,Spot B
Tuesday,0830 - 0845,cloudy,Spot B
Tuesday,0845 - 0900,cloudy,Spot B
Wednesday,0700 - 0715,sunny,Spot B
Wednesday,0715 - 0730,sunny,Spot B
Wednesday,0730 - 0745,sunny,Spot B
Wednesday,0745 - 0800,sunny,Spot B
Wednesday,0800 - 0815,sunny,Spot B
Wednesday,0815 - 0830,sunny,Spot B
Wednesday,0830 - 0845,sunny,Spot B
Wednesday,0845 - 0900,sunny,Spot B
Thursday,0700 - 0715,sunny,Spot B
Thursday,0715 - 0730,sunny,Spot B
Thursday,0730 - 0745,sunny,Spot B
Thursday,0745 - 0800,sunny,Spot B
Thursday,0800 - 0815,sunny,Spot B
Thursday,0815 - 0830,sunny,Spot B
Thursday,0830 - 0845,sunny,Spot B
Thursday,0845 - 0900,sunny,Spot B
Friday,0700 - 0715,cloudy,Spot B
Friday,0715 - 0730,cloudy,Spot B
Friday,0730 - 0745,cloudy,Spot B
Friday,0745 - 0800,cloudy,Spot B
Friday,0800 - 0815,cloudy,Spot B
Friday,0815 - 0830,cloudy,Spot B
Friday,0830 - 0845,cloudy,Spot B
Friday,0845 - 0900,cloudy,Spot B
Saturday,0700 - 0715,sunny,Spot B
Saturday,0715 - 0730,sunny,Spot B
Saturday,0730 - 0745,sunny,Spot B
Saturday,0745 - 0800,sunny,Spot B
Saturday,0800 - 0815,sunny,Spot B
Saturday,0815 - 0830,sunny,Spot B
Saturday,0830 - 0845,sunny,Spot B
Saturday,0845 - 0900,sunny,Spot B
Sunday,0700 - 0715,sunny,Spot B
Sunday,0715 - 0730,sunny,Spot B
Sunday,0730 - 0745,sunny,Spot B
Sunday,0745 - 0800,sunny,Spot B
Sunday,0800 - 0815,sunny,Spot B
Sunday,0815 - 0830,sunny,Spot B
Sunday,0830 - 0845,sunny,Spot B
Sunday,0845 - 0900,sunny,Spot B
Monday,0700 - 0715,sunny,Spot B
Monday,0715 - 0730,sunny,Spot B
Monday,0730 - 0745,sunny,Spot B
Monday,0745 - 0800,sunny,Spot B
Monday,0800 - 0815,sunny,Spot B
Monday,0815 - 0830,sunny,Spot B
Monday,0830 - 0845,sunny,Spot B
Monday,0845 - 0900,sunny,Spot B
Tuesday,0700 - 0715,sunny,Spot B
Tuesday,0715 - 0730,sunny,Spot B
Tuesday,0730 - 0745,sunny,Spot B
Tuesday,0745 - 0800,sunny,Spot B
Tuesday,0800 - 0815,sunny,Spot B
Tuesday,0815 - 0830,sunny,Spot B
Tuesday,0830 - 0845,sunny,Spot B
Tuesday,0845 - 0900,sunny,Spot B
Wednesday,0700 - 0715,sunny,Spot B
Wednesday,0715 - 0730,sunny,Spot B
Wednesday,0730 - 0745,sunny,Spot B
Wednesday,0745 - 0800,sunny,Spot B
Wednesday,0800 - 0815,sunny,Spot B
Wednesday,0815 - 0830,sunny,Spot B
Wednesday,0830 - 0845,sunny,Spot B
Wednesday,0845 - 0900,sunny,Spot B
Thursday,0700 - 0715,rainy,Spot B
Thursday,0715 - 0730,rainy,Spot B
Thursday,0730 - 0745,rainy,Spot B
Thursday,0745 - 0800,rainy,Spot B
Thursday,0800 - 0815,rainy,Spot B
Thursday,0815 - 0830,rainy,Spot B
Thursday,0830 - 0845,rainy,Spot B
Thursday,0845 - 0900,rainy,Spot B
Friday,0700 - 0715,cloudy,Spot B
Friday,0715 - 0730,cloudy,Spot B
Friday,0730 - 0745,cloudy,Spot B
Friday,0745 - 0800,cloudy,Spot B
Friday,0800 - 0815,cloudy,Spot B
Friday,0815 - 0830,cloudy,Spot B
Friday,0830 - 0845,cloudy,Spot B
Friday,0845 - 0900,cloudy,Spot B
Saturday,0700 - 0715,sunny,Spot B
Saturday,0715 - 0730,sunny,Spot B
Saturday,0730 - 0745,sunny,Spot B
Saturday,0745 - 0800,sunny,Spot B
Saturday,0800 - 0815,sunny,Spot B
Saturday,0815 - 0830,sunny,Spot B
Saturday,0830 - 0845,sunny,Spot B
Saturday,0845 - 0900,sunny,Spot B
Sunday,0700 - 0715,cloudy,Spot B
Sunday,0715 - 0730,cloudy,Spot B
Sunday,0730 - 0745,cloudy,Spot B
Sunday,0745 - 0800,cloudy,Spot B
Sunday,0800 - 0815,cloudy,Spot B
Sunday,0815 - 0830,cloudy,Spot B
Sunday,0830 - 0845,cloudy,Spot B
Sunday,0845 - 0900,cloudy,Spot B
Monday,0700 - 0715,rainy,Spot B
Monday,0715 - 0730,rainy,Spot B
Monday,0730 - 0745,rainy,Spot B
Monday,0745 - 0800,rainy,Spot B
Monday,0800 - 0815,rainy,Spot B
Monday,0815 - 0830,rainy,Spot B
Monday,0830 - 0845,rainy,Spot B
Monday,0845 - 0900,rainy,Spot B
Tuesday,0700 - 0715,cloudy,Spot B
Tuesday,0715 - 0730,cloudy,Spot B
Tuesday,0730 - 0745,cloudy,Spot B
Tuesday,0745 - 0800,cloudy,Spot B
Tuesday,0800 - 0815,cloudy,Spot B
Tuesday,0815 - 0830,cloudy,Spot B
Tuesday,0830 - 0845,cloudy,Spot B
Tuesday,0845 - 0900,cloudy,Spot B
Wednesday,0700 - 0715,cloudy,Spot B
Wednesday,0715 - 0730,cloudy,Spot B
Wednesday,0730 - 0745,cloudy,Spot B
Wednesday,0745 - 0800,cloudy,Spot B
Wednesday,0800 - 0815,cloudy,Spot B
Wednesday,0815 - 0830,cloudy,Spot B
Wednesday,0830 - 0845,cloudy,Spot B
Wednesday,0845 - 0900,cloudy,Spot B
Thursday,0700 - 0715,sunny,Spot B
Thursday,0715 - 0730,sunny,Spot B
Thursday,0730 - 0745,sunny,Spot B
Thursday,0745 - 0800,sunny,Spot B
Thursday,0800 - 0815,sunny,Spot B
Thursday,0815 - 0830,sunny,Spot B
Thursday,0830 - 0845,sunny,Spot B
Thursday,0845 - 0900,sunny,Spot B
Friday,0700 - 0715,sunny,Spot B
Friday,0715 - 0730,sunny,Spot B
Friday,0730 - 0745,sunny,Spot B
Friday,0745 - 0800,sunny,Spot B
Friday,0800 - 0815,sunny,Spot B
Friday,0815 - 0830,sunny,Spot B
Friday,0830 - 0845,sunny,Spot B
Friday,0845 - 0900,sunny,Spot B
Saturday,0700 - 0715,cloudy,Spot B
Saturday,0715 - 0730,cloudy,Spot B
Saturday,0730 - 0745,cloudy,Spot B
Saturday,0745 - 0800,cloudy,Spot B
Saturday,0800 - 0815,cloudy,Spot B
Saturday,0815 - 0830,cloudy,Spot B
Saturday,0830 - 0845,cloudy,Spot B
Saturday,0845 - 0900,cloudy,Spot B
Sunday,0700 - 0715,sunny,Spot B
Sunday,0715 - 0730,sunny,Spot B
Sunday,0730 - 0745,sunny,Spot B
Sunday,0745 - 0800,sunny,Spot B
Sunday,0800 - 0815,sunny,Spot B
Sunday,0815 - 0830,sunny,Spot B
Sunday,0830 - 0845,sunny,Spot B
Sunday,0845 - 0900,sunny,Spot B
Monday,0700 - 0715,sunny,Spot B
Monday,0715 - 0730,sunny,Spot B
Monday,0730 - 0745,sunny,Spot B
Monday,0745 - 0800,sunny,Spot B
Monday,0800 - 0815,sunny,Spot B
Monday,0815 - 0830,sunny,Spot B
Monday,0830 - 0845,sunny,Spot B
Monday,0845 - 0900,sunny,Spot B
Tuesday,0700 - 0715,sunny,Spot B
Tuesday,0715 - 0730,sunny,Spot B
Tuesday,0730 - 0745,sunny,Spot B
Tuesday,0745 - 0800,sunny,Spot B
Tuesday,0800 - 0815,sunny,Spot B
Tuesday,0815 - 0830,sunny,Spot B
Tuesday,0830 - 0845,sunny,Spot B
Tuesday,0845 - 0900,sunny,Spot B
Monday,0700 - 0715,rainy,Spot C
Monday,0715 - 0730,rainy,Spot C
Monday,0730 - 0745,rainy,Spot C
Monday,0745 - 0800,rainy,Spot C
Monday,0800 - 0815,rainy,Spot C
Monday,0815 - 0830,rainy,Spot C
Monday,0830 - 0845,rainy,Spot C
Monday,0845 - 0900,rainy,Spot C
Tuesday,0700 - 0715,sunny,Spot C
Tuesday,0715 - 0730,sunny,Spot C
Tuesday,0730 - 0745,sunny,Spot C
Tuesday,0745 - 0800,sunny,Spot C
Tuesday,0800 - 0815,sunny,Spot C
Tuesday,0815 - 0830,sunny,Spot C
Tuesday,0830 - 0845,sunny,Spot C
Tuesday,0845 - 0900,sunny,Spot C
Wednesday,0700 - 0715,cloudy,Spot C
Wednesday,0715 - 0730,cloudy,Spot C
Wednesday,0730 - 0745,cloudy,Spot C
Wednesday,0745 - 0800,cloudy,Spot C
Wednesday,0800 - 0815,cloudy,Spot C
Wednesday,0815 - 0830,cloudy,Spot C
Wednesday,0830 - 0845,cloudy,Spot C
Wednesday,0845 - 0900,cloudy,Spot C
Thursday,0700 - 0715,cloudy,Spot C
Thursday,0715 - 0730,cloudy,Spot C
Thursday,0730 - 0745,cloudy,Spot C
Thursday,0745 - 0800,cloudy,Spot C
Thursday,0800 - 0815,cloudy,Spot C
Thursday,0815 - 0830,cloudy,Spot C
Thursday,0830 - 0845,cloudy,Spot C
Thursday,0845 - 0900,cloudy,Spot C
Friday,0700 - 0715,sunny,Spot C
Friday,0715 - 0730,sunny,Spot C
Friday,0730 - 0745,sunny,Spot C
Friday,0745 - 0800,sunny,Spot C
Friday,0800 - 0815,sunny,Spot C
Friday,0815 - 0830,sunny,Spot C
Friday,0830 - 0845,sunny,Spot C
Friday,0845 - 0900,sunny,Spot C
Saturday,0700 - 0715,cloudy,Spot C
Saturday,0715 - 0730,cloudy,Spot C
Saturday,0730 - 0745,cloudy,Spot C
Saturday,0745 - 0800,cloudy,Spot C
Saturday,0800 - 0815,cloudy,Spot C
Saturday,0815 - 0830,cloudy,Spot C
Saturday,0830 - 0845,cloudy,Spot C
Saturday,0845 - 0900,cloudy,Spot C
Sunday,0700 - 0715,sunny,Spot C
Sunday,0715 - 0730,sunny,Spot C
Sunday,0730 - 0745,sunny,Spot C
Sunday,0745 - 0800,sunny,Spot C
Sunday,0800 - 0815,sunny,Spot C
Sunday,0815 - 0830,sunny,Spot C
Sunday,0830 - 0845,sunny,Spot C
Sunday,0845 - 0900,sunny,Spot C
Monday,0700 - 0715,sunny,Spot C
Monday,0715 - 0730,sunny,Spot C
Monday,0730 - 0745,sunny,Spot C
Monday,0745 - 0800,sunny,Spot C
Monday,0800 - 0815,sunny,Spot C
Monday,0815 - 0830,sunny,Spot C
Monday,0830 - 0845,sunny,Spot C
Monday,0845 - 0900,sunny,Spot C
Tuesday,0700 - 0715,sunny,Spot C
Tuesday,0715 - 0730,sunny,Spot C
Tuesday,0730 - 0745,sunny,Spot C
Tuesday,0745 - 0800,sunny,Spot C
Tuesday,0800 - 0815,sunny,Spot C
Tuesday,0815 - 0830,sunny,Spot C
Tuesday,0830 - 0845,sunny,Spot C
Tuesday,0845 - 0900,sunny,Spot C
Wednesday,0700 - 0715,sunny,Spot C
Wednesday,0715 - 0730,sunny,Spot C
Wednesday,0730 - 0745,sunny,Spot C
Wednesday,0745 - 0800,sunny,Spot C
Wednesday,0800 - 0815,sunny,Spot C
Wednesday,0815 - 0830,sunny,Spot C
Wednesday,0830 - 0845,sunny,Spot C
Wednesday,0845 - 0900,sunny,Spot C
Thursday,0700 - 0715,rainy,Spot C
Thursday,0715 - 0730,rainy,Spot C
Thursday,0730 - 0745,rainy,Spot C
Thursday,0745 - 0800,rainy,Spot C
Thursday,0800 - 0815,rainy,Spot C
Thursday,0815 - 0830,rainy,Spot C
Thursday,0830 - 0845,rainy,Spot C
Thursday,0845 - 0900,rainy,Spot C
Friday,0700 - 0715,cloudy,Spot C
Friday,0715 - 0730,cloudy,Spot C
Friday,0730 - 0745,cloudy,Spot C
Friday,0745 - 0800,cloudy,Spot C
Friday,0800 - 0815,cloudy,Spot C
Friday,0815 - 0830,cloudy,Spot C
Friday,0830 - 0845,cloudy,Spot C
Friday,0845 - 0900,cloudy,Spot C
Saturday,0700 - 0715,sunny,Spot C
Saturday,0715 - 0730,sunny,Spot C
Saturday,0730 - 0745,sunny,Spot C
Saturday,0745 - 0800,sunny,Spot C
Saturday,0800 - 0815,sunny,Spot C
Saturday,0815 - 0830,sunny,Spot C
Saturday,0830 - 0845,sunny,Spot C
Saturday,0845 - 0900,sunny,Spot C
Sunday,0700 - 0715,cloudy,Spot C
Sunday,0715 - 0730,cloudy,Spot C
Sunday,0730 - 0745,cloudy,Spot C
Sunday,0745 - 0800,cloudy,Spot C
Sunday,0800 - 0815,cloudy,Spot C
Sunday,0815 - 0830,cloudy,Spot C
Sunday,0830 - 0845,cloudy,Spot C
Sunday,0845 - 0900,cloudy,Spot C
Monday,0700 - 0715,cloudy,Spot C
Monday,0715 - 0730,cloudy,Spot C
Monday,0730 - 0745,cloudy,Spot C
Monday,0745 - 0800,cloudy,Spot C
Monday,0800 - 0815,cloudy,Spot C
Monday,0815 - 0830,cloudy,Spot C
Monday,0830 - 0845,cloudy,Spot C
Monday,0845 - 0900,cloudy,Spot C
Tuesday,0700 - 0715,sunny,Spot C
Tuesday,0715 - 0730,sunny,Spot C
Tuesday,0730 - 0745,sunny,Spot C
Tuesday,0745 - 0800,sunny,Spot C
Tuesday,0800 - 0815,sunny,Spot C
Tuesday,0815 - 0830,sunny,Spot C
Tuesday,0830 - 0845,sunny,Spot C
Tuesday,0845 - 0900,sunny,Spot C
Wednesday,0700 - 0715,sunny,Spot C
Wednesday,0715 - 0730,sunny,Spot C
Wednesday,0730 - 0745,sunny,Spot C
Wednesday,0745 - 0800,sunny,Spot C
Wednesday,0800 - 0815,sunny,Spot C
Wednesday,0815 - 0830,sunny,Spot C
Wednesday,0830 - 0845,sunny,Spot C
Wednesday,0845 - 0900,sunny,Spot C
Thursday,0700 - 0715,cloudy,Spot C
Thursday,0715 - 0730,cloudy,Spot C
Thursday,0730 - 0745,cloudy,Spot C
Thursday,0745 - 0800,cloudy,Spot C
Thursday,0800 - 0815,cloudy,Spot C
Thursday,0815 - 0830,cloudy,Spot C
Thursday,0830 - 0845,cloudy,Spot C
Thursday,0845 - 0900,cloudy,Spot C
Friday,0700 - 0715,rainy,Spot C
Friday,0715 - 0730,rainy,Spot C
Friday,0730 - 0745,rainy,Spot C
Friday,0745 - 0800,rainy,Spot C
Friday,0800 - 0815,rainy,Spot C
Friday,0815 - 0830,rainy,Spot C
Friday,0830 - 0845,rainy,Spot C
Friday,0845 - 0900,rainy,Spot C
Saturday,0700 - 0715,cloudy,Spot C
Saturday,0715 - 0730,cloudy,Spot C
Saturday,0730 - 0745,cloudy,Spot C
Saturday,0745 - 0800,cloudy,Spot C
Saturday,0800 - 0815,cloudy,Spot C
Saturday,0815 - 0830,cloudy,Spot C
Saturday,0830 - 0845,cloudy,Spot C
Saturday,0845 - 0900,cloudy,Spot C
Sunday,0700 - 0715,sunny,Spot C
Sunday,0715 - 0730,sunny,Spot C
Sunday,0730 - 0745,sunny,Spot C
Sunday,0745 - 0800,sunny,Spot C
Sunday,0800 - 0815,sunny,Spot C
Sunday,0815 - 0830,sunny,Spot C
Sunday,0830 - 0845,sunny,Spot C
Sunday,0845 - 0900,sunny,Spot C
Monday,0700 - 0715,sunny,Spot C
Monday,0715 - 0730,sunny,Spot C
Monday,0730 - 0745,sunny,Spot C
Monday,0745 - 0800,sunny,Spot C
Monday,0800 - 0815,sunny,Spot C
Monday,0815 - 0830,sunny,Spot C
Monday,0830 - 0845,sunny,Spot C
Monday,0845 - 0900,sunny,Spot C
Tuesday,0700 - 0715,sunny,Spot C
Tuesday,0715 - 0730,sunny,Spot C
Tuesday,0730 - 0745,sunny,Spot C
Tuesday,0745 - 0800,sunny,Spot C
Tuesday,0800 - 0815,sunny,Spot C
Tuesday,0815 - 0830,sunny,Spot C
Tuesday,0830 - 0845,sunny,Spot C
Tuesday,0845 - 0900,sunny,Spot C
Wednesday,0700 - 0715,cloudy,Spot C
Wednesday,0715 - 0730,cloudy,Spot C
Wednesday,0730 - 0745,cloudy,Spot C
Wednesday,0745 - 0800,cloudy,Spot C
Wednesday,0800 - 0815,cloudy,Spot C
Wednesday,0815 - 0830,cloudy,Spot C
Wednesday,0830 - 0845,cloudy,Spot C
Wednesday,0845 - 0900,cloudy,Spot C
Thursday,0700 - 0715,sunny,Spot C
Thursday,0715 - 0730,sunny,Spot C
Thursday,0730 - 0745,sunny,Spot C
Thursday,0745 - 0800,sunny,Spot C
Thursday,0800 - 0815,sunny,Spot C
Thursday,0815 - 0830,sunny,Spot C
Thursday,0830 - 0845,sunny,Spot C
Thursday,0845 - 0900,sunny,Spot C
Friday,0700 - 0715,sunny,Spot C
Friday,0715 - 0730,sunny,Spot C
Friday,0730 - 0745,sunny,Spot C
Friday,0745 - 0800,sunny,Spot C
Friday,0800 - 0815,sunny,Spot C
Friday,0815 - 0830,sunny,Spot C
Friday,0830 - 0845,sunny,Spot C
Friday,0845 - 0900,sunny,Spot C
Saturday,0700 - 0715,sunny,Spot C
Saturday,0715 - 0730,sunny,Spot C
Saturday,0730 - 0745,sunny,Spot C
Saturday,0745 - 0800,sunny,Spot C
Saturday,0800 - 0815,sunny,Spot C
Saturday,0815 - 0830,sunny,Spot C
Saturday,0830 - 0845,sunny,Spot C
Saturday,0845 - 0900,sunny,Spot C
Sunday,0700 - 0715,rainy,Spot C
Sunday,0715 - 0730,rainy,Spot C
Sunday,0730 - 0745,rainy,Spot C
Sunday,0745 - 0800,rainy,Spot C
Sunday,0800 - 0815,rainy,Spot C
Sunday,0815 - 0830,rainy,Spot C
Sunday,0830 - 0845,rainy,Spot C
Sunday,0845 - 0900,rainy,Spot C
Monday,0700 - 0715,rainy,Spot C
Monday,0715 - 0730,rainy,Spot C
Monday,0730 - 0745,rainy,Spot C
Monday,0745 - 0800,rainy,Spot C
Monday,0800 - 0815,rainy,Spot C
Monday,0815 - 0830,rainy,Spot C
Monday,0830 - 0845,rainy,Spot C
Monday,0845 - 0900,rainy,Spot C
Tuesday,0700 - 0715,sunny,Spot C
Tuesday,0715 - 0730,sunny,Spot C
Tuesday,0730 - 0745,sunny,Spot C
Tuesday,0745 - 0800,sunny,Spot C
Tuesday,0800 - 0815,sunny,Spot C
Tuesday,0815 - 0830,sunny,Spot C
Tuesday,0830 - 0845,sunny,Spot C
Tuesday,0845 - 0900,sunny,Spot C
Wednesday,0700 - 0715,sunny,Spot C
Wednesday,0715 - 0730,sunny,Spot C
Wednesday,0730 - 0745,sunny,Spot C
Wednesday,0745 - 0800,sunny,Spot C
Wednesday,0800 - 0815,sunny,Spot C
Wednesday,0815 - 0830,sunny,Spot C
Wednesday,0830 - 0845,sunny,Spot C
Wednesday,0845 - 0900,sunny,Spot C
Thursday,0700 - 0715,cloudy,Spot C
Thursday,0715 - 0730,cloudy,Spot C
Thursday,0730 - 0745,cloudy,Spot C
Thursday,0745 - 0800,cloudy,Spot C
Thursday,0800 - 0815,cloudy,Spot C
Thursday,0815 - 0830,cloudy,Spot C
Thursday,0830 - 0845,cloudy,Spot C
Thursday,0845 - 0900,cloudy,Spot C
Friday,0700 - 0715,rainy,Spot C
Friday,0715 - 0730,rainy,Spot C
Friday,0730 - 0745,rainy,Spot C
Friday,0745 - 0800,rainy,Spot C
Friday,0800 - 0815,rainy,Spot C
Friday,0815 - 0830,rainy,Spot C
Friday,0830 - 0845,rainy,Spot C
Friday,0845 - 0900,rainy,Spot C
Saturday,0700 - 0715,sunny,Spot C
Saturday,0715 - 0730,sunny,Spot C
Saturday,0730 - 0745,sunny,Spot C
Saturday,0745 - 0800,sunny,Spot C
Saturday,0800 - 0815,sunny,Spot C
Saturday,0815 - 0830,sunny,Spot C
Saturday,0830 - 0845,sunny,Spot C
Saturday,0845 - 0900,sunny,Spot C
Sunday,0700 - 0715,sunny,Spot C
Sunday,0715 - 0730,sunny,Spot C
Sunday,0730 - 0745,sunny,Spot C
Sunday,0745 - 0800,sunny,Spot C
Sunday,0800 - 0815,sunny,Spot C
Sunday,0815 - 0830,sunny,Spot C
Sunday,0830 - 0845,sunny,Spot C
Sunday,0845 - 0900,sunny,Spot C
Monday,0700 - 0715,sunny,Spot C
Monday,0715 - 0730,sunny,Spot C
Monday,0730 - 0745,sunny,Spot C
